TraitID,Trait
3018,Wood (sapwood) cross-sectional fraction of Vessel (conduit) area
3019,Wood (sapwood) cross-sectional fraction of fibre area
3020,Wood (sapwood) cross-sectional fraction of wod ray area
3021,Wood (sapwood) cross-sectional fraction of axial parenchyma area
3022,Leaf homeostatic regulation coefficient of nitrogen content per dry mass
3023,Leaf homeostatic regulation coefficient of phosphorus content per dry mass
3024,Leaf homeostatic regulation coefficient of N/P (nitrogen to phosphorus) ratio
3025,Plant wet biomass
3026,Leaf phosphorus (P) retranslocation prior to leaf senescence
3027,Plant carbon (C) content per plant dry mass
3028,Plant phosphorus (P) content per plant dry mass
3029,Root dry mass per soil layer
3030,Root length per soil layer
3031,Root surface area per soil layer
3032,Plant biomass and allometry: Root surface area per plant
3033,Root evenness of dry mass vertical distribution
3034,Root evenness of surface area vertical distribution
3035,Root evenness of length vertical distribution
3036,Plant biomass and allometry: Leaf number production rate per plant
3037,Leaf area per leaf perimeter
3038,Leaf width per leaf length
3039,Plant height: erectness ratio of not elongated to elongated height
3040,Plant biomass and allometry: Leaf dry mass production rate per plant
3041,Seed curvature
3042,Seed volume
3043,Seed surface area
3044,Seed width to length ratio
3045,Seed projected perimeter
3046,Leaf nitrogen (N) uptake rate
3047,Crown (canopy) exposure index
3048,Fruit palatability
3050,Leaf dry mass (cotyledons)
3051,Plant biomass and allometry: Leaf dry mass (cotyledons) per plant
3053,Leaf fresh mass (cotyledons)
3054,Leaf area (cotyledons)
3055,"Leaf dry mass per fresh mass (cotyledons, cotyledon LDMC)"
3056,"Leaf area per dry mass (cotyledons, specific leaf area (SLA) of cotyledons)"
3059,"Plant biomass and allometry: Supportive structure (stem, twig, leaf petiole, leaf sheeth) dry mass p"
3060,Leaf perimeter excluding petiol (leaf lamina perimeter)
3061,Leaf shape index: lamina length / lamina width
3062,Leaf lamina dissection index: lamina perimeter / square root of lamina area
3063,Species invasion introduction year
3064,Wood density of wood fresh mass
3065,Branch cross-sectional fraction of parenchyma
3066,Branch cross-sectional fraction of conduits (vessels)
3067,Branch cross-sectional fraction of fiber
3068,Stem slenderness (plant height per diameter at breast height (dbh))
3070,Plant nitrogen (N) uptake efficiency (plant nitrogen acquired per nitrogen available)
3071,Leaf rhachis length
3072,Leaf terminal section length
3073,"Leaf and leaf-structures fresh to dry shrinkage ratio (length, width, thickness, area)"
3074,Leaf and leaf-structures fresh to dry shrinkage ratio (mass)
3076,Leaf rhachis projected area
3078,Leaf terminal section projected area
3079,Leaf rhachis dry mass
3080,Leaf rhachis fresh mass
3081,Leaf rhachis dry mass per leaf rhachis fresh mass (leaf rhachis dry matter content; LRDMC)
3084,Leaf rhachis area per dry mass (specific leaf area (SLA) of leaf rhachis)
3086,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA) petiole, rhachis and midrib excluded"
3087,Stomata conductance per leaf area at turgor loss point
3088,Leaf water & osmotic potential: soil water potential at leaf turgor loss point
3089,Leaf water & osmotic potential: Soil volumetric water content at leaf turgor loss point
3090,Whole plant time until death
3091,Species habitat characterization: soil hydrology
3092,Species habitat characterization: precipitation
3093,Species habitat characterization: potential evapotranspiration
3094,Species habitat characterization: aridity index
3095,Species habitat characterization: general description
3096,Species habitat characterization: vegetation type
3097,Species genotype: chromosome number gametophytic
3098,Species genotype: chromosome number sporophytic
3099,Species genotype: karyotype homoporphic/heteromorphic
3100,Species genotype: molecular basis Y / W dominance
3101,Species genotype: genotypic heterogametic
3102,Bud source
3103,Bud physical defence
3104,Bud frost hardiness (leaf-buds)
3105,Budburst mean date
3106,Plant height vegetative
3107,Plant height generative
3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)"
3109,"Leaf area (in case of compound leaves: leaflet, petiole excluded)"
3110,"Leaf area (in case of compound leaves: leaf, petiole included)"
3111,"Leaf area (in case of compound leaves: leaflet, petiole included)"
3112,"Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)"
3113,"Leaf area (in case of compound leaves: leaflet, undefined if petiole is in- or excluded)"
3114,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or e"
3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded"
3116,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included"
3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or exclu"
3118,Plant height: coefficient of variation of plant height
3119,Plant height: %trees > 6m
3120,Leaf water content per leaf dry mass (not saturated)
3121,Leaf water content per leaf dry mass missing to leaf water saturation
3122,Leaf water content per leaf dry mass (at saturation)
3123,Seed germination rate per day (maximum)
3124,Plant aboveground woody biomass per ground area
3125,Plant biomass and allometry: Leaf petiole dry mass per plant
3126,Leaf photosynthesis drawdown of CO2 concentration from ambient airspace to intercellular airspace
3127,Dispersal kernel measurement (relative abundance at given distance)
3128,Leaf photosynthesis rate per stomatal conductance
3130,Root number of vessels per cross-section
3131,Root cross-sectional area of root stele
3132,Root cross-sectional area of vessel
3136,Root branching intensity 3: number of root tips per total root length
3147,Root starch content per dry mass
3148,Root decomposition: fraction of carbon (C) remaining
3149,Root decomposition: fraction of nitrogen (N) remaining
3150,Mycorrhiza: PLFA proxy for mycorrhizal hyphal carbon (C) per soil mass
3151,Mycoheterotrophy
3152,Root cross-sectional area
3157,Root exudation rate per root surface area
3158,Root exudate content per soil dry mass: soil concentration of root exudates
3168,Root Li uptake of molar Li per root length
3176,Coarse root branching intensity 3: number of root tips per total coarse root length
3187,Coarse root starch content per dry mass
3189,Coarse root decomposition: fraction nitrogen (N) remaining
3196,Coarse root nitrogen (N) uptake of molar 15N-Glycine per shoot dry mass
3197,Coarse root nitrogen (N) uptake of molar 15NH4+ per shoot dry mass
3198,Coarse root nitrogen (N) uptake of molar 15NO3- per shoot dry mass
3199,Coarse root nitrogen (N) uptake of molar total 15N per shoot dry mass
3200,Coarse root nitrogen (N) uptake of molar inorganic N uptake per coarse root area
3201,Coarse root nitrogen (N) uptake of molar NH4+ uptake per coarse root area
3202,Coarse root nitrogen (N) uptake of molar NO3- uptake per coarse root area
3203,Coarse root nitrogen (N) uptake of molar organic N uptake per coarse root area
3213,Fine root branching intensity 3: number of root tips per total fine root length
3214,Fine root number of forks per length.
3215,Fine root calcium (Ca) content per fine root fresh mass
3216,Fine root potassium (K) content per fine root fresh mass
3217,Fine root magnesium (Mg) content per fine root fresh mass
3218,Fine root phosphorus (P) content per fine root fresh mass
3219,Fine root sulfur (S) content per fine root fresh mass
3220,Fine root aluminium (Al) content per fine root fresh mass
3221,Fine root manganese (Mn) content per fine root fresh mass
3222,Fine root condensed tannins
3224,Fine root starch content per dry mass
3225,Fine root decomposition: fraction carbon (C) remaining
3226,Fine root decomposition: fraction nitrogen (N) remaining
3228,Fine root root hair density
3229,Fine root root hair diameter
3233,Fine root nitrogen (N) uptake of molar 15N-Glycine per shoot dry mass
3234,Fine root nitrogen (N) uptake of molar 15NH4+ per shoot dry mass
3235,Fine root nitrogen (N) uptake of molar 15NO3- per shoot dry mass
3236,Fine root nitrogen (N) uptake of molar total 15N per shoot dry mass
3237,Fine root nitrogen (N) uptake of molar inorganic N uptake per fine root area
3238,Fine root nitrogen (N) uptake of molar NH4+ uptake per fine root area
3239,Fine root nitrogen (N) uptake of molar NO3- uptake per fine root area
3240,Fine root nitrogen (N) uptake of molar organic N uptake per fine root area
3243,Fine root (absorptive) number of phellem layers
3244,Fine root (absorptive) number of vessels per cross-section
3245,Fine root (absorptive) cross-sectional area of root stele
3246,Fine root (absorptive) cross-sectional area of vessel
3247,Fine root (absorptive) number of vessels per cross-sectional area
3248,Fine root (absorptive) cross-sectional area of xylem
3249,Fine root (absorptive) fraction of cross-sectional area occupied by xylem
3250,Fine root (absorptive) branching intensity 3: number of root tips per total fine root (absorptive) l
3259,Fine root (absorptive) condensed tannins
3260,Fine root (absorptive) phenols chlorogenic acid molarity per absorptive fine root mass
3261,Fine root (absorptive) starch content per dry mass
3263,Fine root (absorptive) decomposition: fraction nitrogen (N) remaining
3264,Fine root (absorptive) cross-sectional area
3265,Fine root (absorptive) root hair density
3266,Fine root (absorptive) root hair diameter
3267,Fine root (absorptive) exudation rate per length
3268,Plant biomass and allometry: Fine root (absorptive) exudation rate per plant
3280,Fine root (transport) number of phellem layers
3297,Fine root (transport) phenols chlorogenic acid molarity per transport fine root mass
3298,Fine root (transport) starch content per dry mass
3300,Fine root (transport) decomposition: fraction nitrogen (N) remaining
3302,Fine root (transport) root hair density
3303,Fine root (transport) root hair diameter
3336,Belowground plant organ decomposition: fraction carbon (C) remaining
3337,Belowground plant organ decomposition: fraction nitrogen (N) remaining
3354,Leaf lithium (Li) content per leaf dry mass
3355,Bark thickness (inner bark)
3356,Bark thickness (outer bark)
3357,Stem construction type
3358,Leaf oxygen (O) isotope signature (delta 18O)
3359,Leaf construction cost per leaf area
3360,Shoot branch length
3361,Plant height of lowest flower
3362,Leaf photosynthesis: maximum rate of PEPc carboxylation (Vpmax) per leaf area
3364,Leaf photosynthetic A/Ci curve: photosynthetic rate per leaf area
3365,Leaf photosynthetic A/Ci curve: stomata conductance per leaf area
3366,Leaf photosynthetic A/Ci curve: intercellular CO2 concentration
3367,Leaf photosynthetic A/Ci curve: transpiration rate per leaf area
3368,Wood (sapwood) carbon (C) content per dry mass
3369,Wood (heartwood) carbon (C) content per heartwood dry mass
3370,Mycorrhiza status and microbial interactions
3371,Plant species use for bioremediation
3372,Seed nitrogen (N) content per seed
3373,Seed phosphorus (P) content per seed
3374,Leaf cell wall mass per leaf area
3375,Leaf cell wall mass per leaf dry mass
3376,Leaf cell wall nitrogen (N) content per cell wall dry mass
3377,Leaf cell wall nitrogen (N) content per leaf area
3378,Leaf fraction of nitrogen (N) in cell wall
3379,Leaf photosynthesis: intercellular CO2 concentration to ambient CO2 (ci/ca)
3380,Leaf photosynthesis drawdown of CO2 concentration from intercellular airspace to chloroplast
3381,Leaf surface area of mesophyll cells per leaf area
3382,Leaf surface area of chloroplasts exposed to intercellular airspace per leaf area
3383,Leaf mesophyll cell wall thickness
3384,Leaf mesophyll porosity (air space versus volume or area)
3385,Leaf mesophyll conductance for CO2 per unit chloroplast surface area
3386,Branch cross-sectional fraction of bark
3387,Branch cross-sectional fraction of pith
3388,Branch cross-sectional fraction of xylem
3389,Branch dry mass
3390,Branch vessel density
3391,Branch vessel diameter
3392,Branch hydraulic conductance
3393,Leaf photosynthesis: quantum efficiency of photosystem II (maximum potential; FvFm)
3394,Leaf photosynthesis quantum yield (QY; corresponding to photosynthetic efficiency)
3395,Plant canopy dry mass per ground area (leaf mass per area * LAI)
3396,Plant canopy water content per ground area (leaf water content * LAI)
3397,Plant canopy chlorophyll content per ground area (chlorophyll mass per leaf area * LAI)
3398,Plant canopy carotenoid content per ground area (carotenoid mass per leaf area * LAI)
3399,Plant canopy anthocyanin content per ground area (anthocyanin mass per leaf area * LAI)
3400,Plant growth form simple consolidated
3401,Plant growth form detailed consolidated
3402,Leaf water content total
3403,Shoot branching distance
3404,Branch diameter
3405,Plant biomass and allometry: Root fresh mass per plant
3406,Plant biomass and allometry: Leaf fresh mass per plant
3407,Plant fresh mass
3408,Plant biomass and allometry: Root volume per plant
3409,Species potential allelopathy
3410,Species habitat characterization: substrate requirement
3411,Moss: plant growth form (morphological)
3412,Moss: stem growth direction
3413,Moss: shoot length
3414,Moss: plant life form
3415,Moss: life strategy according to During (1979)
3416,Moss: protonema persistence
3417,Moss: potentially hyaline hairpoint
3418,Moss: potential to dominate vegetation cover
3419,Moss: arrangement of antheridia and archegonia on gametohytes
3420,Moss: arrangement of antheridia and archegonia on monoicous gametohytes
3421,Moss: seta length
3422,Moss: position of the capsule on the seta
3423,Moss: capsule with peristome or not
3424,Moss (bryophyta) and ferns: spore ornamentation
3425,Moss: fruiting frequency
3426,Moss: fruiting season
3427,Moss: vegetative regeneration
3428,Plant biomass and allometry: Wood (sapwood) cross-sectional area at base
3429,Plant biomass and allometry: Wood (sapwood) cross-sectional area at breast height
3430,Plant biomass and allometry: Wood (sapwood) cross-sectional area at base of crown
3431,Plant biomass and allometry: Wood (heartwood) cross-sectional area at base
3432,Plant biomass and allometry: Wood (heartwood) cross-sectional area at breast height
3433,Plant biomass and allometry: Wood (heartwood) cross-sectional area at base of crown
3435,Plant biomass and allometry: Bark cross-sectional area at breast height
3437,Plant biomass and allometry: Stem cross-sectional area at base of the plant
3438,Plant biomass and allometry: Stem cross-sectional area at breast height
3439,Plant biomass and allometry: Stem cross-sectional area at base of the crown
3440,Plant biomass and allometry: Crown (canopy) area: projected as seen from above
3441,Plant biomass and allometry: Leaf mass (dry or fresh) per plant
3442,Plant biomass and allometry: Wood (sapwood) mass per plant
3443,Plant biomass and allometry: Wood (heartwood) mass per plant
3444,Plant biomass and allometry: Bark mass per plant
3445,Plant biomass and allometry: Stem mass (including branches) per plant
3446,Plant biomass and allometry: Whole plant aboveground mass
3447,Plant biomass and allometry: Branch mass per plant
3448,Plant biomass and allometry: Fine root mass per plant
3449,Plant biomass and allometry: Coarse root mass per plant
3450,Plant biomass and allometry: Root mass per plant
3451,Plant biomass and allometry: Plant mass
3452,Stem specific density (SSD): Wood density (heartwood)
3453,Wood (sapwood) nitrogen content per dry mass
3455,Wood (heartwood) nitrogen (N) content per heartwood dry mass
3456,Leaf dry mass per branch
3457,Plant biomass and allometry: Litter (leaf) dry mass (dead leaves) per plant
3459,Plant belowground relative growth rate
3460,Plant biomass and allometry: Litter (leaf) number of dead leaves per plant
3461,Plant biomass and allometry: Root length of primary roots per plant
3462,Stem calcium (Ca) content per dry mass
3463,Stem manganese (Mn) (manganese) content per dry mass
3464,Stem Na (sodium) content per dry mass
3465,Leaf sheath area
3466,Leaf sheath dry mass
3467,Leaf sheath area per sheath dry mass (sheath SLA)
3468,Leaf water & osmotic potential: leaf water potential at turgor loss point
3471,Crown (canopy) form
3472,"Stem dry mass per stem fresh volume (stem specific density, SSD, wood density) sapwood"
3473,"Stem dry mass per stem fresh volume (stem specific density, SSD, wood density) branch"
3474,Leaf chlorophyll content per leaf dry mass (Chl a)
3475,Leaf chlorophyll content per leaf dry mass (Chl b)
3476,Leaf chlorophyll content per leaf area (Chl a)
3477,Leaf chlorophyll content per leaf area (Chl b)
3478,Leaf carbon (C) isotope fractionation ('big' Delta 13C)
3479,"Xylem hydraulic vulnerability curve (P20, P50, P80)"
3480,Root branching intensity: number of root branches per root length
3481,Root links per root branch
3482,Seed / ovule ratio
3483,Tree ring width
3484,Tree mortality factor
